0.538,0.14356,0.64902,0.3612,0.43852,0.2221,0.21062,0.84145,0.28649,0.25439,0.96268,0.60416,0.26219,0.68707,0.053054,0.80441,0.53045,0.18232,0.13127,0.75094,0.91356,0.94829,0.94902,0.21009,0.2598,0.17259,0.14416,0.78767,0.393,0.91931,0.85892,0.63307,0.48005,0.91344,0.29389,0.40308,0.25022,0.23365,0.093023,0.02167,0.26822,0.88299,0.6484,0.065929,0.72668,0.91781,0.62417,0.44377,0.39774,0.047809,0.59879,0.28502,0.38772,0.33943,0.018998,0.45327,0.95787,0.83856,0.80997,0.34417,0.85552,0.36031,0.040172,0.3375,0.22277,0.43664,0.4036,0.57119,0.23172,0.89885,0.72359,0.22476,0.21537,0.093355,0.77945,0.47931,0.35488,0.92663,0.94149,0.18334,0.8118,0.051967,0.90557,0.60793,0.029587,0.066232,0.81768,0.78677,0.85879,0.38198,0.99361,0.58839,0.90779,0.50548,0.91103,0.4532,0.809,0.88394,0.55808,0.60473
0.54754,0.12166,0.55464,0.34595,0.44928,0.22258,0.30361,0.85768,0.30865,0.34374,0.97203,0.50457,0.28994,0.67529,0.041558,0.66139,0.44115,0.13923,0.20778,0.71391,0.93915,0.9613,0.93643,0.21986,0.37644,0.19338,0.14934,0.8196,0.53763,0.89104,0.82957,0.58095,0.46093,0.85808,0.25823,0.37137,0.2923,0.31705,0.07162,0.04113,0.29148,0.85741,0.62104,0.073577,0.74524,0.91706,0.59072,0.44213,0.33821,0.071765,0.6394,0.25235,0.33004,0.32562,0.035927,0.4956,0.93211,0.78328,0.82366,0.26527,0.87054,0.4187,0.085705,0.27893,0.3418,0.3905,0.41874,0.56026,0.25659,0.89803,0.778,0.29537,0.28326,0.098744,0.74551,0.49193,0.39975,0.91469,0.93793,0.19704,0.77039,0.047961,0.85478,0.64255,0.043497,0.13389,0.84312,0.75237,0.81771,0.45664,0.9895,0.63637,0.91454,0.49092,0.9086,0.41982,0.86264,0.90359,0.59349,0.60036
0.47157,0.12858,0.62015,0.43782,0.51577,0.21867,0.20702,0.78594,0.29065,0.57493,0.9569,0.58539,0.28016,0.45383,0.055354,0.70462,0.43778,0.21582,0.17513,0.73045,0.92975,0.95174,0.94889,0.22923,0.26549,0.21243,0.19257,0.80307,0.54568,0.90503,0.81452,0.45561,0.44474,0.88032,0.2695,0.3543,0.23985,0.23276,0.079639,0.045195,0.3482,0.83874,0.5906,0.059364,0.68942,0.90141,0.47577,0.4305,0.34765,0.092083,0.69686,0.21411,0.28781,0.28656,0.079695,0.49418,0.94085,0.77061,0.83885,0.24363,0.87121,0.40185,0.10191,0.45545,0.42962,0.45632,0.45222,0.6569,0.24601,0.8774,0.74563,0.24636,0.20434,0.21804,0.74787,0.44101,0.30057,0.80448,0.92695,0.18349,0.79438,0.058337,0.84877,0.58963,0.088851,0.12886,0.82445,0.8134,0.8298,0.36407,0.97491,0.60065,0.92381,0.52858,0.8989,0.44311,0.88208,0.85562,0.64726,0.52873
0.54014,0.11779,0.5538,0.37258,0.47252,0.21706,0.29745,0.85058,0.29445,0.34182,0.96996,0.54661,0.28726,0.77647,0.043364,0.69729,0.46971,0.16484,0.20831,0.71922,0.94032,0.96072,0.93313,0.25521,0.39036,0.16483,0.15394,0.80115,0.52422,0.87676,0.82734,0.56643,0.46639,0.8494,0.27677,0.36369,0.29346,0.32087,0.07267,0.050563,0.24825,0.85376,0.61975,0.07334,0.73561,0.92244,0.5821,0.44281,0.38768,0.082707,0.6334,0.25957,0.33992,0.32225,0.027681,0.50123,0.92913,0.77395,0.82242,0.2394,0.86367,0.4292,0.098281,0.24809,0.304,0.35606,0.42428,0.59961,0.28421,0.90157,0.77708,0.29858,0.25724,0.076196,0.74627,0.46799,0.37013,0.90657,0.93468,0.21868,0.77336,0.051163,0.84079,0.62616,0.045357,0.12119,0.82695,0.73995,0.81893,0.46266,0.98537,0.64012,0.92016,0.49055,0.90727,0.39571,0.85098,0.90541,0.60212,0.642
0.39911,0.066094,0.66026,0.35937,0.55253,0.19618,0.34676,0.74946,0.27869,0.4756,0.97958,0.53496,0.35813,0.97254,0.020008,0.50579,0.40985,0.042392,0.2386,0.63536,0.94229,0.97592,0.9418,0.49411,0.41031,0.16225,0.24875,0.89911,0.62132,0.85006,0.70606,0.32168,0.29474,0.75239,0.19155,0.25693,0.35142,0.4458,0.03683,0.10879,0.25027,0.83519,0.59738,0.06962,0.79769,0.88918,0.51296,0.47279,0.48189,0.12432,0.79642,0.17291,0.33172,0.22868,0.063932,0.55119,0.8829,0.66419,0.89344,0.10051,0.91015,0.46911,0.18028,0.1285,0.21541,0.29709,0.45171,0.76356,0.29207,0.87188,0.85414,0.4907,0.3492,0.028037,0.7898,0.41717,0.42017,0.87531,0.89533,0.19152,0.7558,0.028111,0.73357,0.61906,0.092051,0.22986,0.83378,0.75736,0.73689,0.37404,0.99761,0.70719,0.93095,0.60417,0.89455,0.30143,0.9033,0.90103,0.75471,0.84051
0.39206,0.13246,0.59549,0.3708,0.48475,0.32781,0.14204,0.75207,0.21139,0.48333,0.95632,0.51176,0.30536,0.67268,0.041724,0.70216,0.31588,0.083309,0.11769,0.70737,0.9114,0.94719,0.95673,0.17361,0.17602,0.24945,0.22783,0.77793,0.55339,0.9183,0.82238,0.52694,0.36775,0.91955,0.26389,0.42214,0.23193,0.19275,0.09013,0.02639,0.21588,0.87019,0.66024,0.055317,0.74319,0.91144,0.51767,0.47694,0.19745,0.07678,0.67623,0.23036,0.31294,0.23498,0.049234,0.46004,0.95902,0.7316,0.83446,0.34925,0.84821,0.332,0.057409,0.40194,0.28979,0.4773,0.41853,0.51833,0.22984,0.90765,0.76937,0.24667,0.26451,0.1835,0.84017,0.39965,0.37594,0.87515,0.94277,0.12429,0.83131,0.050833,0.86665,0.66703,0.059061,0.16879,0.86472,0.8295,0.84493,0.33914,0.9953,0.61187,0.91209,0.62864,0.89673,0.38708,0.87869,0.85948,0.55865,0.31472
0.38987,0.13187,0.73867,0.49779,0.53214,0.22348,0.20395,0.76492,0.24516,0.55675,0.94694,0.62819,0.31577,0.65642,0.061919,0.67416,0.49931,0.19488,0.1255,0.78792,0.91763,0.93405,0.95934,0.27929,0.19033,0.25903,0.19906,0.79608,0.50832,0.89046,0.82958,0.41542,0.44249,0.89616,0.21459,0.29966,0.23997,0.21313,0.091365,0.035171,0.31936,0.83579,0.6309,0.064647,0.72779,0.91664,0.40263,0.3977,0.41686,0.083313,0.71929,0.16746,0.38083,0.3076,0.067335,0.5367,0.94414,0.76772,0.83904,0.23674,0.80969,0.25367,0.062376,0.44598,0.28951,0.47192,0.40538,0.7069,0.26604,0.86145,0.74975,0.24234,0.24423,0.13653,0.68653,0.47525,0.26195,0.83379,0.9149,0.19014,0.85096,0.074323,0.84509,0.54442,0.087051,0.12939,0.82759,0.78378,0.85051,0.23694,0.98693,0.56438,0.92133,0.53437,0.90035,0.48421,0.875,0.79079,0.62565,0.59695
0.42113,0.10045,0.65453,0.37014,0.48993,0.29036,0.24511,0.78438,0.17365,0.38283,0.97215,0.55179,0.33507,0.85524,0.04839,0.65251,0.38462,0.13743,0.12746,0.70978,0.90497,0.95801,0.94434,0.19035,0.21898,0.19918,0.15408,0.79321,0.57171,0.85948,0.82828,0.56004,0.37406,0.88593,0.27754,0.39009,0.30005,0.24615,0.085188,0.038432,0.17122,0.859,0.68102,0.075728,0.79178,0.93505,0.47728,0.43892,0.34185,0.092008,0.61377,0.247,0.38725,0.21004,0.0223,0.40526,0.95543,0.73401,0.78535,0.2685,0.78759,0.28111,0.078063,0.22348,0.23522,0.40241,0.42023,0.55101,0.30163,0.90349,0.76831,0.29602,0.33626,0.069152,0.78727,0.44893,0.39708,0.93053,0.91747,0.18128,0.8479,0.061827,0.85824,0.66437,0.051935,0.15254,0.88686,0.71356,0.82678,0.36256,0.98945,0.70324,0.91273,0.51588,0.91894,0.41233,0.82676,0.87131,0.57401,0.54853
0.3353,0.053609,0.75179,0.45955,0.63796,0.20184,0.3146,0.7015,0.24178,0.77716,0.96529,0.38052,0.33987,0.9816,0.022588,0.3846,0.49261,0.045389,0.14783,0.76965,0.94136,0.97268,0.96363,0.42613,0.27095,0.31214,0.16644,0.91307,0.68983,0.67486,0.74656,0.19986,0.29147,0.79605,0.19121,0.16141,0.32829,0.39924,0.029723,0.12473,0.34597,0.81598,0.68621,0.053503,0.79473,0.92691,0.28364,0.29769,0.47096,0.10478,0.83875,0.09372,0.45696,0.15309,0.074359,0.57298,0.87169,0.6272,0.88664,0.039996,0.84545,0.31198,0.10709,0.19486,0.12266,0.22529,0.47604,0.85514,0.34874,0.82464,0.82644,0.30556,0.40544,0.038734,0.58857,0.52658,0.25647,0.86573,0.90096,0.1863,0.83962,0.031807,0.70489,0.5846,0.17753,0.36868,0.77711,0.64074,0.76719,0.15433,0.99584,0.70081,0.94475,0.45501,0.90934,0.41358,0.92504,0.83335,0.82772,0.82475
0.49198,0.13562,0.64157,0.42777,0.48399,0.21037,0.23938,0.82767,0.33394,0.37727,0.95925,0.57067,0.29419,0.70554,0.046711,0.70659,0.4863,0.12797,0.1635,0.76078,0.93536,0.9463,0.94806,0.28211,0.29743,0.21882,0.1872,0.79856,0.4521,0.91835,0.83532,0.5184,0.48646,0.88128,0.21497,0.34804,0.25491,0.25933,0.084672,0.035535,0.33155,0.8534,0.61597,0.063565,0.69524,0.90279,0.54435,0.44782,0.39431,0.072074,0.69982,0.22927,0.33327,0.373,0.048998,0.54259,0.94126,0.78396,0.82931,0.27493,0.87895,0.33877,0.06023,0.37968,0.28344,0.43615,0.40951,0.63171,0.2472,0.87968,0.75236,0.28315,0.23812,0.098671,0.73625,0.47095,0.32893,0.86916,0.93416,0.19306,0.79765,0.050157,0.84644,0.56269,0.047587,0.11097,0.80137,0.80065,0.84463,0.32582,0.9949,0.5572,0.92122,0.55247,0.88897,0.43717,0.87589,0.86165,0.59632,0.6036
